tweet_id,in_reply_to_status_id,in_reply_to_user_id,source,text,expanded_urls,rating_numerator,rating_denominator,name,stage,Date,Time,retweet_count,favorite_count,breed,breed_confedance,Dog_type
889638837579907072,0,0,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist,"https://twitter.com/dog_rates/status/889638837579907072/photo/1,https://twitter.com/dog_rates/status/889638837579907072/photo/1",12,10,Ted,,2017-07-25,00:10:02,4735,27672,Algorithm_1,0.489814,pug
889531135344209921,0,0,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek,https://twitter.com/dog_rates/status/889531135344209921/photo/1,13,10,Stuart,puppo,2017-07-24,17:02:04,2321,15359,Algorithm_1,0.195217,bloodhound
889278841981685760,0,0,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,,2017-07-24,00:19:32,5637,25652,Algorithm_1,0.58233,Lhasa
888917238123831296,0,0,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,,2017-07-23,00:22:39,4709,29611,Algorithm_1,0.298617,English_setter
888804989199671297,0,0,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best,"https://twitter.com/dog_rates/status/888804989199671297/photo/1,https://twitter.com/dog_rates/status/888804989199671297/photo/1",13,10,Zeke,,2017-07-22,16:56:37,4559,26080,Algorithm_1,0.965932,hen
888554962724278272,0,0,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af,"https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1,https://twitter.com/dog_rates/status/888554962724278272/photo/1",13,10,Ralphus,,2017-07-22,00:23:06,3732,20290,Algorithm_1,0.086502,desktop_computer
888078434458587136,0,0,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway,"https://twitter.com/dog_rates/status/888078434458587136/photo/1,https://twitter.com/dog_rates/status/888078434458587136/photo/1",12,10,Gerald,,2017-07-20,16:49:33,3653,22201,Algorithm_1,0.176053,Italian_greyhound
887705289381826560,0,0,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,,2017-07-19,16:06:48,5609,30779,Algorithm_1,0.8575309999999999,Maltese_dog
887517139158093824,0,0,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy),https://twitter.com/dog_rates/status/887517139158093824/video/1,14,10,,,2017-07-19,03:39:09,12082,46959,Algorithm_1,0.914671,three-toed_sloth
887473957103951883,0,0,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her,"https://twitter.com/dog_rates/status/887473957103951883/photo/1,https://twitter.com/dog_rates/status/887473957103951883/photo/1",13,10,Canela,,2017-07-19,00:47:34,18781,69871,Algorithm_2,0.278407,Newfoundland
887343217045368832,0,0,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),https://twitter.com/dog_rates/status/887343217045368832/video/1,13,10,,,2017-07-18,16:08:03,10737,34222,Algorithm_1,0.8587440000000001,golden_retriever
887101392804085760,0,0,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,,,2017-07-18,00:07:08,6167,31061,Algorithm_1,0.33687399999999995,malamute
886983233522544640,0,0,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,"https://twitter.com/dog_rates/status/886983233522544640/photo/1,https://twitter.com/dog_rates/status/886983233522544640/photo/1",13,10,Maya,,2017-07-17,16:17:36,8084,35859,Algorithm_1,0.996496,guinea_pig
886736880519319552,0,0,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

","https://www.gofundme.com/mingusneedsus,https://twitter.com/dog_rates/status/886736880519319552/photo/1,https://twitter.com/dog_rates/status/886736880519319552/photo/1",13,10,Mingus,,2017-07-16,23:58:41,3443,12306,Algorithm_1,0.326467,soft-coated_wheaten_terrier
886680336477933568,0,0,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal,https://twitter.com/dog_rates/status/886680336477933568/photo/1,13,10,Derek,,2017-07-16,20:14:00,4610,22798,Algorithm_1,0.978108,Chihuahua
886366144734445568,0,0,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,"https://twitter.com/dog_rates/status/886366144734445568/photo/1,https://twitter.com/dog_rates/status/886366144734445568/photo/1",12,10,Roscoe,pupper,2017-07-15,23:25:31,3316,21524,Algorithm_1,0.529139,black-and-tan_coonhound
886258384151887873,0,0,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,https://twitter.com/dog_rates/status/886258384151887873/photo/1,13,10,Waffles,,2017-07-15,16:17:19,4,117,Algorithm_1,0.40464,coho
885984800019947520,0,0,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,,2017-07-14,22:10:11,6523,28469,Algorithm_1,0.14968,toy_terrier
885528943205470208,0,0,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,,2017-07-13,15:58:47,108,0,Algorithm_1,0.906777,Blenheim_spaniel
885167619883638784,0,0,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,"https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1,https://twitter.com/dog_rates/status/885167619883638784/photo/1",13,10,,,2017-07-12,16:03:00,7097,33382,Algorithm_1,0.371361,Pembroke
884925521741709313,0,0,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,,2017-07-12,00:01:00,6683,36689,Algorithm_2,0.104109,Irish_terrier
884876753390489601,0,0,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,"https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1,https://twitter.com/dog_rates/status/884876753390489601/photo/1",13,10,Lola,,2017-07-11,20:47:12,3899,20788,Algorithm_1,0.18413,Chesapeake_Bay_retriever
884562892145688576,0,0,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,,2017-07-11,00:00:02,19297,0,Algorithm_1,0.6718529999999999,Chihuahua
884441805382717440,0,0,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,,,2017-07-10,15:58:53,4556,22367,Algorithm_1,0.32208400000000004,curly-coated_retriever
884162670584377345,0,0,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,doggo,2017-07-09,21:29:42,16439,68152,Algorithm_1,0.278954,dalmatian
883838122936631299,0,0,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,,2017-07-09,00:00:04,6096,28514,Algorithm_1,0.0443334,Ibizan_hound
883482846933004288,0,0,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10","https://twitter.com/dog_rates/status/883482846933004288/photo/1,https://twitter.com/dog_rates/status/883482846933004288/photo/1",14,10,Bella,,2017-07-08,00:28:19,5100,24765,Algorithm_1,0.447803,Border_collie
883360690899218434,0,0,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,floofer,2017-07-07,16:22:55,5856,27478,Algorithm_1,0.975401,German_shepherd
883117836046086144,0,0,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat","https://twitter.com/dog_rates/status/883117836046086144/photo/1,https://twitter.com/dog_rates/status/883117836046086144/photo/1",13,10,,,2017-07-07,00:17:54,21298,74423,Algorithm_1,0.887707,Labrador_retriever
882992080364220416,0,0,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,"https://twitter.com/dog_rates/status/882992080364220416/photo/1,https://twitter.com/dog_rates/status/882992080364220416/photo/1",13,10,Rusty,,2017-07-06,15:58:11,3128,20771,Algorithm_1,0.546933,miniature_poodle
882762694511734784,0,0,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,pupper,2017-07-06,00:46:41,3586,22349,Algorithm_2,0.167175,miniature_pinscher
882627270321602560,0,0,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,,2017-07-05,15:48:34,10407,46860,Algorithm_1,0.618316,Italian_greyhound
882268110199369728,0,0,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,"https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1,https://twitter.com/dog_rates/status/882268110199369728/photo/1",13,10,Alfy,,2017-07-04,16:01:23,3825,22986,Algorithm_1,0.999888,snail
882045870035918850,0,0,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko","https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1,https://twitter.com/dog_rates/status/882045870035918850/photo/1",13,10,Koko,,2017-07-04,01:18:17,6949,37914,Algorithm_1,0.32879200000000003,English_setter
881906580714921986,0,0,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,https://twitter.com/dog_rates/status/881906580714921986/photo/1,12,10,Rey,,2017-07-03,16:04:48,4122,24445,Algorithm_1,0.496953,miniature_schnauzer
881666595344535552,0,0,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,,2017-07-03,00:11:11,5134,28903,Algorithm_1,0.359383,Maltese_dog
881536004380872706,0,0,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",https://twitter.com/dog_rates/status/881536004380872706/video/1,14,10,,pupper,2017-07-02,15:32:16,6342,28382,Algorithm_1,0.448459,Airedale
881268444196462592,0,0,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,https://twitter.com/dog_rates/status/881268444196462592/photo/1,12,10,Elliot,,2017-07-01,21:49:04,12118,45880,Algorithm_1,0.442113,triceratops
880935762899988482,0,0,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,https://twitter.com/dog_rates/status/880935762899988482/photo/1,13,10,Louis,,2017-06-30,23:47:07,5203,29900,Algorithm_1,0.589446,swab
880872448815771648,0,0,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,,,2017-06-30,19:35:32,3533,24773,Algorithm_2,0.0624899,Rottweiler
880465832366813184,0,0,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,"https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1,https://twitter.com/dog_rates/status/880465832366813184/photo/1",12,10,Bella,,2017-06-29,16:39:47,11099,51522,Algorithm_1,0.98723,hyena
880221127280381952,0,0,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,"https://twitter.com/dog_rates/status/880221127280381952/photo/1,https://twitter.com/dog_rates/status/880221127280381952/photo/1",12,10,Jesse,,2017-06-29,00:27:25,7,129,Algorithm_1,0.765266,golden_retriever
880095782870896641,0,0,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,,,2017-06-28,16:09:20,16570,50199,Algorithm_1,0.825678,Chesapeake_Bay_retriever
879862464715927552,0,0,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,"https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1,https://twitter.com/dog_rates/status/879862464715927552/photo/1",13,10,Romeo,,2017-06-28,00:42:13,5358,23501,Algorithm_1,0.560001,jigsaw_puzzle
879492040517615616,0,0,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,https://twitter.com/dog_rates/status/879492040517615616/photo/1,12,10,Bailey,,2017-06-27,00:10:17,2886,17346,Algorithm_1,0.483682,Chihuahua
879415818425184262,0,0,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,,2017-06-26,19:07:24,3989,21734,Algorithm_1,0.959514,Chihuahua
879376492567855104,0,0,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,,2017-06-26,16:31:08,6546,29075,Algorithm_1,0.741563,Pembroke
879050749262655488,0,0,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,,2017-06-25,18:56:45,4436,27640,Algorithm_1,0.747713,West_Highland_white_terrier
879008229531029506,0,0,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,,2017-06-25,16:07:47,4533,28150,Algorithm_1,0.535411,toy_poodle
878776093423087618,0,0,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,"https://twitter.com/dog_rates/status/878776093423087618/photo/1,https://twitter.com/dog_rates/status/878776093423087618/photo/1",13,10,Snoopy,puppo,2017-06-25,00:45:22,3642,22667,Algorithm_1,0.471351,golden_retriever
878281511006478336,0,0,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,,2017-06-23,16:00:04,10,315,Algorithm_1,0.140173,miniature_pinscher
878057613040115712,0,0,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,,2017-06-23,01:10:23,3323,23822,Algorithm_1,0.8412649999999999,giant_schnauzer
877736472329191424,0,0,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,,2017-06-22,03:54:17,45849,107956,Algorithm_1,0.266437,toy_poodle
877556246731214848,0,0,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,,2017-06-21,15:58:08,3261,17099,Algorithm_1,0.318981,soft-coated_wheaten_terrier
877316821321428993,0,0,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,,2017-06-21,00:06:44,7181,0,Algorithm_1,0.25924899999999995,vizsla
877201837425926144,0,0,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,,2017-06-20,16:29:50,4941,23022,Algorithm_1,0.949892,golden_retriever
876838120628539392,0,0,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,"https://twitter.com/dog_rates/status/876838120628539392/photo/1,https://twitter.com/dog_rates/status/876838120628539392/photo/1",12,10,Ginger,pupper,2017-06-19,16:24:33,2812,19317,Algorithm_1,0.33583,vacuum
876484053909872640,0,0,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,,2017-06-18,16:57:37,4319,19763,Algorithm_1,0.28364,Rottweiler
876120275196170240,0,0,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,,2017-06-17,16:52:05,7582,30931,Algorithm_1,0.694904,Siberian_husky
875747767867523072,0,0,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,,2017-06-16,16:11:53,1349,0,Algorithm_1,0.462556,golden_retriever
875144289856114688,0,0,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,,2017-06-15,00:13:52,6965,0,Algorithm_1,0.709545,teddy
875021211251597312,0,0,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,,,2017-06-14,16:04:48,1349,7913,Algorithm_1,0.557009,papillon
874680097055178752,0,0,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,,2017-06-13,17:29:20,7181,42876,Algorithm_1,0.381377,Saint_Bernard
874296783580663808,0,0,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,pupper,2017-06-12,16:06:11,17300,71144,Algorithm_1,0.999091,Rottweiler
874057562936811520,0,0,Twitter for iPhone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,,,2017-06-12,00:15:36,83,0,Algorithm_1,0.989154,porcupine
874012996292530176,0,0,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo","https://twitter.com/dog_rates/status/874012996292530176/photo/1,https://twitter.com/dog_rates/status/874012996292530176/photo/1",13,10,Sebastian,puppo,2017-06-11,21:18:31,3994,23258,Algorithm_1,0.980815,goose
873580283840344065,0,0,Twitter for iPhone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,,,2017-06-10,16:39:04,5414,27907,Algorithm_1,0.8256700000000001,Labrador_retriever
873213775632977920,0,0,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

","https://www.gofundme.com/help-my-baby-sierra-get-better,https://twitter.com/dog_rates/status/873213775632977920/photo/1,https://twitter.com/dog_rates/status/873213775632977920/photo/1",12,10,Sierra,pupper,2017-06-09,16:22:42,5880,27755,Algorithm_1,0.676376,Tibetan_terrier
872967104147763200,0,0,Twitter for iPhone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,"https://twitter.com/dog_rates/status/872967104147763200/photo/1,https://twitter.com/dog_rates/status/872967104147763200/photo/1",12,10,,doggo,2017-06-09,00:02:31,3506,21125,Algorithm_1,0.304175,toy_poodle
872820683541237760,0,0,Twitter for iPhone,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10","https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1,https://twitter.com/dog_rates/status/872820683541237760/photo/1",13,10,,,2017-06-08,14:20:41,4800,23869,Algorithm_1,0.852088,borzoi
872620804844003328,0,0,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,,2017-06-08,01:06:27,2511,19163,Algorithm_1,0.143957,Chihuahua
